88595,PO BOX,El Paso,El Paso County,0
79529,STANDARD,Knox City,Knox County,1150
75411,STANDARD,Arthur City,Lamar County,830
75414,STANDARD,Bells,Grayson County,2810
79780,PO BOX,Saragosa,Reeves County,168
77067,STANDARD,Houston,Harris County,29290
76486,STANDARD,Perrin,Jack County,1060
78536,STANDARD,Delmita,Starr County,280
75323,UNIQUE,Dallas,Dallas County,33
77962,STANDARD,Ganado,Jackson County,3730
75013,STANDARD,Allen,Collin County,38880
78735,STANDARD,Austin,Travis County,15460
76238,STANDARD,Era,Cooke County,520
77237,PO BOX,Houston,Harris County,154
77459,STANDARD,Missouri City,Fort Bend County,65570
78750,STANDARD,Austin,Travis County,26730
78156,PO BOX,Seguin,Guadalupe County,1487
78673,PO BOX,Walburg,Williamson County,142
75201,STANDARD,Dallas,Dallas County,10340
77343,UNIQUE,Huntsville,Walker County,12
77353,PO BOX,Magnolia,Montgomery County,1182
75882,UNIQUE,Palestine,Anderson County,11
78046,STANDARD,Laredo,Webb County,63800
77376,PO BOX,Votaw,Hardin County,296
76483,STANDARD,Throckmorton,Throckmorton County,870
75153,STANDARD,Powell,Navarro County,610
